OBJECTID_1,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET
1295, , ,4.1503E+12,390,39004,0,0,0,2.090508,2.090508,28.5498,7.158168297,0.292045103,0,St. Lawrence River Basin,9,0.012128762,3002156,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1296, , ,4.1503E+12,390,39004,0,0.661581,2.551977,50.683707,53.8973,516.486,9.088513984,5.930261547,0,St. Lawrence River Basin,9,0.023174905,2005025,0, , , , , , , , , , , , , , ,0,0,0.353588387, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1297, , ,4.1503E+12,390,39004,0,0.248093,15.456418,96.674889,112.379,1026.98,28.28759427,3.972745046,0,St. Lawrence River Basin,9,0.019184388,3002235,0, , , , , , , , , , , , , , ,0,0,0.555158945, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1298, , ,4.1503E+12,390,39004,0,0,4.158777,7.005427,11.1642,80.06,19.16792842,0.582441866,0,St. Lawrence River Basin,9,0.014395767,3002124,0, , , , , , , , , , , , , , ,0,0,0.216965178, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1299, , ,4.1503E+12,390,39004,0,6.775301,73.879453,15.300742,95.9555,278.556,10.31919497,9.298738546,0,St. Lawrence River Basin,9,0.008456605,2004668,0, , , , , , , , , , , , , , ,0,0,7.81599323, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1300, , ,4.1503E+12,390,39004,1.470149,6.722139,0,39.541742,47.734,419.135,11.11093056,4.29613242,0,St. Lawrence River Basin,9,0.023792683,3000683,0, , , , , , , , , , , , , , ,0,0,0.737315201, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1301,976702,Mud Pond,4.1503E+12,390,39004,0,0,0,6.671835,6.671835,84.1516,38.27401399,0.174317619,0,St. Lawrence River Basin,9,0.030481521,2001527,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1302, , ,4.1503E+12,390,39004,0,0,0,2.379621,2.379621,30.4902,8.857021335,0.268670573,0,St. Lawrence River Basin,9,0.015234305,2006314,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1303, , ,4.1503E+12,390,39004,0,0,6.593997,7.939484,14.5335,110.24,13.34348427,1.089181859,0,St. Lawrence River Basin,9,0.01307716,4003213,0, , , , , , , , , , , , , , ,0,0,0.494174975, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1304, , ,4.1503E+12,390,39004,0,0,0,29.222637,29.2226,292.995,8.039256925,3.634992298,0,St. Lawrence River Basin,9,0.009358389,2005454,0, , , , , , , , , , , , , , ,0,0,-4.60242E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1305, , ,4.1503E+12,390,39004,0,0,0,29.91206,29.9121,297.987,6.873165181,4.352006566,0,St. Lawrence River Basin,9,0.007949871,4003135,0, , , , , , , , , , , , , , ,0,0,5.81974E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1306, , ,4.1503E+12,390,39004,0,0,0,77.437765,77.4378,794.031,8.2618802,9.372898556,0,St. Lawrence River Basin,9,0.017236671,2006361,0, , , , , , , , , , , , , , ,0,0,4.23632E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1307, , ,4.1503E+12,390,39004,0,0,0,77.348807,77.3488,940.964,7.74971096,9.980863467,0,St. Lawrence River Basin,9,0.010665948,2005677,0, , , , , , , , , , , , , , ,0,0,-9.03259E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1308, , ,4.1503E+12,390,39004,0,4.075813,5.009436,76.8373,85.9225,998.503,21.81883259,3.93799937,0,St. Lawrence River Basin,9,0.014591361,2006370,0, , , , , , , , , , , , , , ,0,0,0.41639258, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1309, , ,4.15031E+12,390,39004,0,0.248093,5.493144,6.894229,12.6355,78.3905,22.55269409,0.560264195,0,St. Lawrence River Basin,9,0.017066698,6003134,0, , , , , , , , , , , , , , ,0,0,0.254571404, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1310, , ,4.15031E+12,390,39004,0,0,0,18.658899,18.6589,213.364,26.37050134,0.707567094,0,St. Lawrence River Basin,9,0.021469268,5004901,0, , , , , , , , , , , , , , ,0,0,3.792E-08, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1311, , ,4.1503E+12,390,39004,0,0,0,23.262465,23.2625,241.265,9.648479307,2.410998071,0,St. Lawrence River Basin,9,0.010058626,2005172,0, , , , , , , , , , , , , , ,0,0,3.62751E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1312, , ,4.15031E+12,390,39004,0,2.368697,24.791427,9.763119,36.9232,138.579,7.211186608,5.120272849,0,St. Lawrence River Basin,9,0.008212121,6003132,0, , , , , , , , , , , , , , ,0,0,3.766381662, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1313, , ,4.15031E+12,390,39004,0,7.106092,0,28.021707,35.1278,297.355,6.419145176,5.472348426,0,St. Lawrence River Basin,9,0.008294982,5005822,0, , , , , , , , , , , , , , ,0,0,1.107015468, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1314,967949,Tupper Lake Reservoir,4.15031E+12,390,39004,0,15.517626,0,53.863948,69.3816,603.674,25.7651029,2.692850608,0,St. Lawrence River Basin,9,0.019766043,5005808,0, , , , , , , , , , , , , , ,0,0,0.602274016, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1315, , ,4.15031E+12,390,39004,0,0,0,103.191048,103.191,1045.26,7.633190253,13.5187,0,St. Lawrence River Basin,9,0.027021433,6002950,0, , , , , , , , , , , , , , ,0,0,-6.28833E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1316,966088,Spring Pond,4.15031E+12,390,39011,0,0,0,30.423568,30.4236,314.848,9.036279136,3.366824723,0,St. Lawrence River Basin,9,0.008841495,7002954,0, , , , , , , , , , , , , , ,0,0,3.54128E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1317, , ,4.15031E+12,390,39004,0,0,0,43.211251,43.2113,434.709,7.290936333,5.926708042,0,St. Lawrence River Basin,9,0.015540976,5004186,0, , , , , , , , , , , , , , ,0,0,6.72067E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1318, , ,4.15031E+12,390,39004,0,0,0,0.444789,0.444789,4.300862029,6.428817304,0.069186754,0,St. Lawrence River Basin,9,0.007316747,7002774,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1319, , ,4.15031E+12,390,39011,5.880594,2.433674,0.767261,3.64727,12.7288,53.7289,6.402060094,1.988234851,0,St. Lawrence River Basin,9,0.008507677,8000215,0, , , , , , , , , , , , , , ,0,0,1.418532452, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1320, , ,4.15031E+12,390,39004,0,3.780465,55.80434,7.516934,67.1017,221.296,12.33539827,5.439770776,0,St. Lawrence River Basin,9,0.016306101,9001035,0, , , , , , , , , , , , , , ,0,0,4.830388506, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1321, , ,4.1503E+12,390,39004,2.940297,1.624418,6.994307,8.717864,20.2769,115.488,8.471478678,2.393547546,0,St. Lawrence River Basin,9,0.00958043,3002182,0, , , , , , , , , , , , , , ,0,0,1.364464982, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1322, , ,4.1503E+12,390,39009,0,1.317256,0,7.049906,8.367161,79.4712,13.19318426,0.6342033,0,St. Lawrence River Basin,9,0.010868965,3000659,0, , , , , , , , , , , , , , ,0,0,0.099843599, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1323, , ,4.1503E+12,390,39004,0,0,0,4.203256,4.203256,58.1766,14.7577541,0.28481678,0,St. Lawrence River Basin,9,0.018442954,2006246,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1324, , ,4.1503E+12,390,39004,1.470149,2.782186,0,18.169631,22.422,228.395,16.70779532,1.342006206,0,St. Lawrence River Basin,9,0.018704609,3002199,0, , , , , , , , , , , , , , ,0,0,0.254514071, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1325, , ,4.1503E+12,390,39009,0,5.085906,0,80.951598,86.0375,828.022,25.47102348,3.37785814,0,St. Lawrence River Basin,9,0.036364107,3000685,0, , , , , , , , , , , , , , ,0,0,0.199674034, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1326, , ,4.1503E+12,390,39004,0,0,0,10.11895,10.119,128.594,11.80870714,0.856905831,0,St. Lawrence River Basin,9,0.017623245,3002160,0, , , , , , , , , , , , , , ,0,0,4.23416E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1327, , ,4.1503E+12,390,39004,0,0,3.686189,102.345949,106.032,1048.69,7.099878365,14.9344,0,St. Lawrence River Basin,9,0.008723334,3000657,0, , , , , , , , , , , , , , ,0,0,0.519171007, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1328, , ,4.1503E+12,390,39004,0,0,1.417765,6.249285,7.66705,70.3181,8.039920603,0.953622601,0,St. Lawrence River Basin,9,0.010615486,3000649,0, , , , , , , , , , , , , , ,0,0,0.176340672, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1329, , ,4.1503E+12,390,39004,0,0,0,33.448133,33.4481,345.839,15.78240885,2.119330028,0,St. Lawrence River Basin,9,0.033612229,3001948,0, , , , , , , , , , , , , , ,0,0,-2.09094E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1330, , ,4.1503E+12,390,39004,0,0,0,48.882311,48.8823,499.465,15.98425924,3.05815304,0,St. Lawrence River Basin,9,0.029314737,3001807,0, , , , , , , , , , , , , , ,0,0,-6.88177E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1331, , ,4.1503E+12,390,39004,0,0,0,9.740879,9.740879,103.274,26.95474754,0.361378974,0,St. Lawrence River Basin,9,0.01939174,2006386,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1332, , ,4.1503E+12,390,39004,0,0.165395,5.954613,6.115849,12.2359,79.6693,7.494521068,1.632640283,0,St. Lawrence River Basin,9,0.010635154,2006229,0, , , , , , , , , , , , , , ,0,0,0.816603349, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1333, , ,4.1503E+12,390,39004,0,0,0,12.609768,12.6098,127.495,19.67310966,0.640964658,0,St. Lawrence River Basin,9,0.016117081,2006288,0, , , , , , , , , , , , , , ,0,0,1.62659E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1334, , ,4.1503E+12,390,39009,0,0,0,39.6307,39.6307,440.206,12.76472628,3.104704256,0,St. Lawrence River Basin,9,0.022482256,4003159,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1335, , ,4.1503E+12,390,39004,0,0,0,15.856728,15.8567,162.506,8.207308185,1.932025415,0,St. Lawrence River Basin,9,0.011352489,2006304,0, , , , , , , , , , , , , , ,0,0,-3.41159E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1336, , ,4.1503E+12,390,39004,10.29104,1.07507,2.83553,245.145457,259.347,2516.3,9.190556487,28.2189,0,St. Lawrence River Basin,9,0.010675202,2004950,0, , , , , , , , , , , , , , ,0,0,1.545232111, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1337, , ,4.1503E+12,390,39004,4.410446,0,0,308.550129,312.961,3158.85,10.24574492,30.5454,0,St. Lawrence River Basin,9,0.018217624,2004899,0, , , , , , , , , , , , , , ,0,0,0.430507595, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1338, , ,4.1503E+12,390,39004,0,0,0,14.766995,14.767,157.568,10.69831695,1.380310105,0,St. Lawrence River Basin,9,0.010616513,2006306,0, , , , , , , , , , , , , , ,0,0,4.6736E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1339, , ,4.1503E+12,390,39004,2.940297,44.526784,0,840.273139,887.74,8886.67,9.684930405,91.662,0,St. Lawrence River Basin,9,0.013378351,2005169,0, , , , , , , , , , , , , , ,0,0,4.901105017, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1340, , ,4.1503E+12,390,39004,0,0,0,16.345996,16.346,167.04,9.824520524,1.663795802,0,St. Lawrence River Basin,9,0.011355386,2006313,0, , , , , , , , , , , , , , ,0,0,4.0714E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1341,967626,Tomar Pond,4.15031E+12,390,39004,0,0,0,11.964824,11.9648,136.277,34.6745478,0.345060708,0,St. Lawrence River Basin,9,0.024016212,5004979,0, , , , , , , , , , , , , , ,0,0,-6.9215E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1342, , ,4.15031E+12,390,39004,0,1.07507,0,25.330734,26.4058,259.58,8.76528301,3.012544258,0,St. Lawrence River Basin,9,0.013707785,5005836,0, , , , , , , , , , , , , , ,0,0,0.122650461, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1343, , ,4.15031E+12,390,39004,0,0,0,10.430302,10.4303,125.529,10.53706587,0.98986778,0,St. Lawrence River Basin,9,0.019839233,5004293,0, , , , , , , , , , , , , , ,0,0,-1.89806E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1344, , ,4.15031E+12,390,39009,0,2.315535,0,29.867581,32.1831,340.352,25.67748308,1.253359447,0,St. Lawrence River Basin,9,0.019506521,5004715,0, , , , , , , , , , , , , , ,0,0,0.090177024, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1345, , ,4.15031E+12,390,39004,26.462674,11.825766,0,170.665539,208.954,2086.47,7.781444118,26.8529,0,St. Lawrence River Basin,9,0.008643925,5003994,0, , , , , , , , , , , , , , ,0,0,4.920482679, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1346, , ,4.15031E+12,390,39004,0,2.534093,0,150.494358,153.028,1553.16,12.0237015,12.7272,0,St. Lawrence River Basin,9,0.015209367,5001330,0, , , , , , , , , , , , , , ,0,0,0.210720634, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1347, , ,4.15031E+12,390,39004,0,37.213948,0,334.347891,371.562,3438.8,6.72626562,55.2404,0,St. Lawrence River Basin,9,0.011936955,5003945,0, , , , , , , , , , , , , , ,0,0,5.53265528, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1348, , ,4.15031E+12,390,39004,0,0,0,37.073163,37.0732,380.901,8.261857525,4.487267287,0,St. Lawrence River Basin,9,0.012765795,5001403,0, , , , , , , , , , , , , , ,0,0,4.47841E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1349,962130,Ragged Lake,4.15031E+12,390,39004,1.470149,0.909674,0,742.041489,744.421,7870.55,275.1120159,2.7058844,0,St. Lawrence River Basin,9,0.088206532,7000861,0, , , , , , , , , , , , , , ,0,0,0.008649244, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1350, , ,4.15031E+12,390,39004,0,0,0,0.934057,0.934057,9.868245876,17.37891883,0.053746554,0,St. Lawrence River Basin,9,0.151697044,10001149,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1351, , ,4.1503E+12,390,39004,0,0,0,4.181017,4.181017,42.8526,7.648674938,0.546632853,0,St. Lawrence River Basin,9,0.009992904,3002154,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1352, , ,4.1503E+12,390,39004,0,0,0,5.871215,5.871215,62.7188,23.03374128,0.254896281,0,St. Lawrence River Basin,9,0.028526502,3002170,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1353, , ,4.1503E+12,390,39009,0,0,1.417765,167.507537,168.925,1762.93,95.80520849,1.763216266,0,St. Lawrence River Basin,9,0.061454183,3000642,0, , , , , , , , , , , , , , ,0,0,0.01479526, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1354, , ,4.1503E+12,390,39009,0,0,1.417765,246.591022,248.009,2574.85,60.88620305,4.073316689,0,St. Lawrence River Basin,9,0.049044802,3000630,0, , , , , , , , , , , , , , ,0,0,0.023288987, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1355, , ,4.1503E+12,390,39004,0,0,0,7.828286,7.828286,94.6503,22.14284372,0.353535711,0,St. Lawrence River Basin,9,0.024210822,3002194,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1356, , ,4.1503E+12,390,39004,0,0,0,4.203256,4.203256,48.229,7.89857354,0.53215381,0,St. Lawrence River Basin,9,0.010336087,4003134,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1357, , ,4.1503E+12,390,39004,0,0,0,18.547701,18.5477,186.702,6.753300549,2.746464616,0,St. Lawrence River Basin,9,0.009829023,2001487,0, , , , , , , , , , , , , , ,0,0,-1.48076E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1358, , ,4.1503E+12,390,39004,0,0,0,20.682689,20.6827,214.256,10.66254553,1.939751529,0,St. Lawrence River Basin,9,0.016220841,2006305,0, , , , , , , , , , , , , , ,0,0,1.03165E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1359, , ,4.1503E+12,390,39009,0,0,0,108.306122,108.306,1227.44,14.05100082,7.708071718,0,St. Lawrence River Basin,9,0.012001882,2001595,0, , , , , , , , , , , , , , ,0,0,-8.68266E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1360,976138,Church Pond,4.1503E+12,390,39009,0,0,0,25.797762,25.7978,256.536,21.26867592,1.212946311,0,St. Lawrence River Basin,9,0.023069102,4000753,0, , , , , , , , , , , , , , ,0,0,1.78667E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1361, , ,4.15031E+12,390,39004,0,1.571256,0,73.612579,75.1838,742.02,14.28861228,5.261801042,0,St. Lawrence River Basin,9,0.021707565,5004541,0, , , , , , , , , , , , , , ,0,0,0.109963163, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1362, , ,4.15031E+12,390,39004,0,0,0,61.425361,61.4254,619.712,14.35234424,4.279813804,0,St. Lawrence River Basin,9,0.019718981,5004303,0, , , , , , , , , , , , , , ,0,0,2.71733E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1363, , ,4.15031E+12,390,39004,0,0,0,165.550466,165.55,1707.37,11.62139593,14.2453,0,St. Lawrence River Basin,9,0.011637074,6002599,0, , , , , , , , , , , , , , ,0,0,-4.00985E-05, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1364, , ,4.1503E+12,390,39004,0,0,0,22.372887,22.3729,240.123,8.943490697,2.501583303,0,St. Lawrence River Basin,9,0.009825177,4003019,0, , , , , , , , , , , , , , ,0,0,1.45357E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1365, , ,4.15031E+12,390,39004,2.940297,54.474131,5.103954,449.726158,512.245,4978.82,130.099707,3.937322778,0,St. Lawrence River Basin,9,0.065722712,6002864,0, , , , , , , , , , , , , , ,0,0,0.480545602, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1366, , ,4.15031E+12,390,39004,0,4.134883,0,790.12318,794.258,8968.85,72.87245487,10.8993,0,St. Lawrence River Basin,9,0.040994988,5001356,0, , , , , , , , , , , , , , ,0,0,0.056740507, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1367,966077,Spring Lake,4.15031E+12,390,39004,0,0,0,3.691749,3.691749,59.1767,16.78067582,0.220000019,0,St. Lawrence River Basin,9,0.013378795,6001250,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1368, , ,4.15031E+12,390,39004,0,0,0,52.373905,52.3739,531.681,10.48444155,4.995392913,0,St. Lawrence River Basin,9,0.014701738,5001400,0, , , , , , , , , , , , , , ,0,0,-4.76897E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1369, , ,4.1503E+12,390,39004,0,0,4.253295,20.571491,24.8248,242.701,48.68539329,0.509902135,0,St. Lawrence River Basin,9,0.024794351,3002183,0, , , , , , , , , , , , , , ,0,0,0.087363143, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1370, , ,4.1503E+12,390,39004,0,0,0,2.223945,2.223945,28.2161,7.611396002,0.292186217,0,St. Lawrence River Basin,9,0.01212019,3002163,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1371, , ,4.1503E+12,390,39004,0,0,0,12.94336,12.9434,181.218,53.06206806,0.243928676,0,St. Lawrence River Basin,9,0.03564692,2006241,0, , , , , , , , , , , , , , ,0,0,7.5383E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1372, , ,4.1503E+12,390,39004,0,18.412044,0,91.137266,109.549,1013.44,43.00250393,2.547510028,0,St. Lawrence River Basin,9,0.022088195,3002196,0, , , , , , , , , , , , , , ,0,0,0.428154929, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1373, , ,4.1503E+12,390,39004,0,0,0,15.923446,15.9234,166.096,28.33374132,0.561995884,0,St. Lawrence River Basin,9,0.046113225,3002192,0, , , , , , , , , , , , , , ,0,0,-1.62351E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1374, , ,4.1503E+12,390,39004,0,0,0,35.071613,35.0716,363.052,11.60954251,3.020929806,0,St. Lawrence River Basin,9,0.015093061,3000637,0, , , , , , , , , , , , , , ,0,0,-1.11977E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1375, , ,4.1503E+12,390,39009,0,10.473068,32.074847,384.230978,426.779,4044.34,46.13530241,9.250592727,0,St. Lawrence River Basin,9,0.073962506,2001601,0, , , , , , , , , , , , , , ,0,0,0.92224435, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1376, , ,4.1503E+12,390,39004,0,0,0,5.315229,5.315229,67.4999,18.52570701,0.286910993,0,St. Lawrence River Basin,9,0.015400713,2006217,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1377, , ,4.1503E+12,390,39004,0,3.939953,14.839273,6.204807,24.984,108.449,11.22003203,2.226734463,0,St. Lawrence River Basin,9,0.011963025,2006319,0, , , , , , , , , , , , , , ,0,0,1.673720088, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1378, , ,4.1503E+12,390,39004,0,0.165395,0,11.030767,11.1962,119.534,11.11622122,1.007191453,0,St. Lawrence River Basin,9,0.012354885,2006264,0, , , , , , , , , , , , , , ,0,0,0.014882126, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1379, , ,4.1503E+12,390,39004,0,0,0,112.375941,112.376,1185.42,15.53577757,7.23336444,0,St. Lawrence River Basin,9,0.017769875,2005390,0, , , , , , , , , , , , , , ,0,0,3.79769E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1380, , ,4.1503E+12,390,39004,0,0,0,17.591405,17.5914,177.935,12.27399146,1.433226107,0,St. Lawrence River Basin,9,0.018310432,4002736,0, , , , , , , , , , , , , , ,0,0,-4.07365E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1381, , ,4.1503E+12,390,39004,0,0.578884,0,8.762343,9.341227,99.3544,13.65382004,0.684147511,0,St. Lawrence River Basin,9,0.016745033,4003146,0, , , , , , , , , , , , , , ,0,0,0.042397219, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1382, , ,4.1503E+12,390,39004,0,0,0,5.092834,5.092834,70.3838,19.86960104,0.256312846,0,St. Lawrence River Basin,9,0.016896903,4002528,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1383, , ,4.15031E+12,390,39004,0,0,0,6.738553,6.738553,75.6604,7.825229265,0.861131703,0,St. Lawrence River Basin,9,0.01196744,5004648,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1384, , ,4.15031E+12,390,39004,0,21.861718,234.94867,109.640489,366.451,1444.09,9.583559445,38.2375,0,St. Lawrence River Basin,9,0.011494975,6003130,0, , , , , , , , , , , , , , ,0,0,26.797, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1385, , ,4.15031E+12,390,39004,0,0,31.479941,10.11895,41.5989,160.72,6.917115407,6.013907323,0,St. Lawrence River Basin,9,0.007708577,6003133,0, , , , , , , , , , , , , , ,0,0,4.55102281, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1386, , ,4.15031E+12,390,39004,0,0,0,28.978003,28.978,304.003,10.06764804,2.878328967,0,St. Lawrence River Basin,9,0.011574875,6003137,0, , , , , , , , , , , , , , ,0,0,-2.97984E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1387, , ,4.15031E+12,390,39004,7.350743,84.676499,60.952773,65.828772,218.809,916.598,37.0144765,5.911438083,0,St. Lawrence River Basin,9,0.046469336,5003990,0, , , , , , , , , , , , , , ,0,0,4.132983699, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1388, , ,4.15031E+12,390,39004,0,0.744279,0,19.481758,20.226,198.488,7.476080264,2.705433367,0,St. Lawrence River Basin,9,0.011625044,5005807,0, , , , , , , , , , , , , , ,0,0,0.099549761, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1389,948081,Dawson Pond,4.15031E+12,390,39004,0,0,0,2.535297,2.535297,29.823,11.7144482,0.216424791,0,St. Lawrence River Basin,9,0.016813849,5001374,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1390,971570,Wolf Pond,4.15031E+12,390,39009,29.402971,6.698511,0,319.380741,355.482,4283.8,909.0339763,0.391054936,0,St. Lawrence River Basin,9,0.184426407,5001308,0, , , , , , , , , , , , , , ,0,0,0.039713872, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1391, , ,4.15031E+12,390,39004,0,0.519814,0,0.244634,0.764448,4.286284973,6.923841182,0.110408078,0,St. Lawrence River Basin,9,0.073813761,10001065,0, , , , , , , , , , , , , , ,0,0,0.075075957, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1392, , ,4.1503E+12,390,39004,0,0,1.323247,30.134455,31.4577,306.653,28.07772659,1.120379241,0,St. Lawrence River Basin,9,0.018692088,3002179,0, , , , , , , , , , , , , , ,0,0,0.047127925, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1393, , ,4.1503E+12,390,39004,0,0,0,2.357382,2.357382,32.3127,7.536986249,0.312775149,0,St. Lawrence River Basin,9,0.008709189,3002153,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
