"sample_delivery_group","sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment.x","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","result_value","result_error_delta","result_type_code","reportable_result","detect_flag","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg","X.data_provider","sample_name","sample_matrix_code","sample_type_code","sample_source","parent_sample_code","sample_date","sys_loc_code","start_depth","end_depth","depth_unit","chain_of_custody","sent_to_lab_date","sample_receipt_date","sampler","sampling_company_code","sampling_reason","sampling_technique","task_code","collection_quarter","composite_yn","composite_desc","sample_class","custom_field_1","custom_field_2","custom_field_3","comment.y"
"R1808470","18LHB349","E365.1","09/17/2018 09:50:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-010",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0085,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","SM2120B","09/05/2018 14:35:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",36,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","SM 2320 B","09/10/2018 17:52:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",35.6,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","D6919-09","09/13/2018 03:11:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,8e-04,8e-04,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,250,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",41.2,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1.6,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","E353.2","09/13/2018 14:58:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",NA,NA,"TRG","Yes","N","U",NA,"U",NA,7e-04,7e-04,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","E351.2","09/19/2018 16:54:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:56:00",NA,NA,"ALSRNY","quant","R1808470-009",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.48,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","D6919-09","09/13/2018 03:27:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.0719,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","SM5910B","09/06/2018 08:50:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-011",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.137,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","SM5310C","09/10/2018 23:13:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-012",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",5.3,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E365.1","09/17/2018 10:55:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-012",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0216,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E200.7","09/10/2018 21:04:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808470-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",2260,NA,"TRG","Yes","Y","",NA,"",NA,1.7,NA,10,"ug/l","ug/l",NA,1.7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","SM2120B","09/05/2018 14:35:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-011",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",37,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E353.2","09/13/2018 14:59:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.003,NA,"TRG","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E351.2","09/19/2018 16:54:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:56:00",NA,NA,"ALSRNY","quant","R1808470-011",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.53,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","SM2120B","09/08/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-011",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.32,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E365.1","09/17/2018 10:43:00","T",NA,"initial","WA","LB",NA,NA,5,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-011",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.077,NA,"TRG","Yes","Y","",NA,"",NA,0.01,NA,0.025,"mg/l","mg/l",NA,0.01,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E300.0","09/11/2018 17:17:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",5.9,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E200.8","09/12/2018 15:02:00","T",NA,"initial","WA","LB",NA,NA,1,"E200.0","09/10/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808470-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",0.47,NA,"TRG","Yes","Y","J",NA,"J",NA,0.39,NA,1,"ug/l","ug/l",NA,0.39,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB350","E200.7","09/10/2018 21:04:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808470-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-89-6","Iron",419,NA,"TRG","Yes","Y","",NA,"",NA,13,NA,100,"ug/l","ug/l",NA,13,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB350","WA","N","Field","","09/04/2018 09:00:00","18LHB350",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321406-LCS1","E200.7","09/10/2018 20:52:00","T",NA,"initial","WQ","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","LCSW-321406",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-89-6","Iron",967,NA,"SC","Yes","Y","",NA,"",NA,13,NA,100,"ug/l","ug/l",NA,13,NA,NA,NA,NA,"",NA,1000,967,97,NA,NA,NA,NA,"",85,115,NA,NA,NA,NA,"R1808470","ALSRNY","LAB CONTROL SAMPLE","WQ","BS","Lab","","09/07/2018 00:00:00","LAB CONTROL SAMPLE",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321406-LCS1","E200.7","09/10/2018 20:52:00","T",NA,"initial","WQ","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","LCSW-321406",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",501,NA,"SC","Yes","Y","",NA,"",NA,1.7,NA,10,"ug/l","ug/l",NA,2,NA,NA,NA,NA,"",NA,500,501,100,NA,NA,NA,NA,"",85,115,NA,NA,NA,NA,"R1808470","ALSRNY","LAB CONTROL SAMPLE","WQ","BS","Lab","","09/07/2018 00:00:00","LAB CONTROL SAMPLE",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321406-MB1","E200.7","09/10/2018 20:49:00","T",NA,"initial","WQ","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","PBW-321406",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",NA,NA,"TRG","Yes","N","U",NA,"U",NA,1.7,1.7,10,"ug/l","ug/l",NA,1.7,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","BLANK","WQ","LB","Lab","","09/07/2018 00:00:00","BLANK",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321406-MB1","E200.7","09/10/2018 20:49:00","T",NA,"initial","WQ","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","PBW-321406",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-89-6","Iron",NA,NA,"TRG","Yes","N","U",NA,"U",NA,13,13,100,"ug/l","ug/l",NA,13,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","BLANK","WQ","LB","Lab","","09/07/2018 00:00:00","BLANK",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321515-LCS1","E200.8","09/12/2018 14:42:00","T",NA,"initial","WQ","LB",NA,NA,1,"E200.0","09/10/2018 00:00:00",NA,NA,"ALSRNY","quant","LCSW-321515",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",22.1,NA,"SC","Yes","Y","",NA,"",NA,0.39,NA,1,"ug/l","ug/l",NA,0.4,NA,NA,NA,NA,"",NA,20,22.1,110,NA,NA,NA,NA,"",85,115,NA,NA,NA,NA,"R1808470","ALSRNY","LAB CONTROL SAMPLE","WQ","BS","Lab","","09/10/2018 00:00:00","LAB CONTROL SAMPLE",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321515-MB1","E200.8","09/12/2018 14:40:00","T",NA,"initial","WQ","LB",NA,NA,1,"E200.0","09/10/2018 00:00:00",NA,NA,"ALSRNY","quant","PBW-321515",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.39,0.39,1,"ug/l","ug/l",NA,0.39,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","BLANK","WQ","LB","Lab","","09/10/2018 00:00:00","BLANK",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321957-LCS1","E365.1","09/17/2018 09:44:00","D",NA,"initial","WQ","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-LCS1",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0241,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,0.025,0.0241,97,NA,NA,NA,NA,"",70,130,NA,NA,NA,NA,"R1808470","ALSRNY","Lab Control Sample","WQ","BS","Lab","","09/14/2018 14:52:00","Lab Control Sample",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","321957-MB1","E365.1","09/17/2018 09:43:00","D",NA,"initial","WQ","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-MB1",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","Method Blank","WQ","LB","Lab","","09/14/2018 14:52:00","Method Blank",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","SM 2320 B","09/10/2018 17:43:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",65.6,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","E353.2","09/13/2018 14:51:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",NA,NA,"TRG","Yes","N","U",NA,"U",NA,7e-04,7e-04,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","D6919-09","09/13/2018 02:38:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.0078,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,250,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",14.5,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1.6,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","SM2120B","09/05/2018 14:35:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",37,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","E300.0","09/11/2018 16:46:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",4.2,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","E351.2","09/19/2018 16:52:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:56:00",NA,NA,"ALSRNY","quant","R1808470-005",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.54,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB343","SM2120B","09/08/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-005",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.95,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB343","WA","N","Field","","09/04/2018 13:30:00","18LHB343",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
